respondent_id,xyz_vaccine,seasonal_vaccine
1359,0.05,0.4
1360,0.05,0.81
1361,0.25,0.21
1362,0.08,0.46
1363,0.11,0.58
1364,0.15,0.51
1365,0.14,0.29
1366,0.04,0.08
1367,0.28,0.44
1368,0.1,0.23
1369,0.06,0.61
1370,0.21,0.26
1371,0.21,0.71
1372,0.42,0.87
1373,0.12,0.22
1374,0.17,0.63
1375,0.25,0.65
1376,0.03,0.06
1377,0.05,0.1
1378,0.52,0.48
1379,0.1,0.61
1380,0.13,0.84
1381,0.32,0.54
1382,0.05,0.21
1383,0.04,0.43
1384,0.07,0.29
1385,0.08,0.08
1386,0.04,0.44
1387,0.02,0.48
1388,0.81,0.8
1389,0.49,0.64
1390,0.01,0.06
1391,0.08,0.4
1392,0.13,0.14
1393,0.06,0.21
1394,0.41,0.83
1395,0.2,0.34
1396,0.04,0.72
1397,0.27,0.84
1398,0.04,0.17
1399,0.11,0.43
1400,0.07,0.13
1401,0.49,0.61
1402,0.03,0.17
1403,0.35,0.88
1404,0.16,0.35
1405,0.33,0.6
1406,0.06,0.67
1407,0.04,0.07
1408,0.11,0.38
1409,0.04,0.43
1410,0.09,0.15
1411,0.12,0.24
1412,0.61,0.68
1413,0.29,0.71
1414,0.48,0.81
1415,0.01,0.08
1416,0.1,0.2
1417,0.17,0.38
1418,0.13,0.39
1419,0.28,0.47
1420,0.09,0.45
1421,0.02,0.03
1422,0.24,0.79
1423,0.06,0.22
1424,0.27,0.16
1425,0.22,0.92
1426,0.28,0.95
1427,0.29,0.37
1428,0.19,0.65
1429,0.07,0.64
1430,0.01,0.25
1431,0.25,0.8
1432,0.28,0.79
1433,0.36,0.8
1434,0.03,0.05
1435,0.07,0.12
1436,0.22,0.45
1437,0.21,0.85
1438,0.06,0.29
1439,0.03,0.16
1440,0.06,0.45
1441,0.38,0.53
1442,0.02,0.08
1443,0.13,0.63
1444,0.03,0.43
1445,0.2,0.42
1446,0.02,0.12
1447,0.06,0.09
1448,0.08,0.69
1449,0.11,0.53
1450,0.16,0.2
1451,0.64,0.91
1452,0.48,0.83
1453,0.14,0.16
1454,0.09,0.59
1455,0.33,0.79
1456,0.19,0.23
1457,0.7,0.83
1458,0.1,0.3
1459,0.75,0.96
1460,0.06,0.37
1461,0.28,0.75
1462,0.08,0.24
1463,0.08,0.47
1464,0.09,0.33
1465,0.07,0.6
1466,0.01,0.12
1467,0.05,0.1
1468,0.33,0.78
1469,0.07,0.09
1470,0.29,0.35
1471,0.11,0.64
1472,0.05,0.2
1473,0.08,0.14
1474,0.11,0.29
1475,0.07,0.45
1476,0.13,0.11
1477,0.02,0.05
1478,0.08,0.32
1479,0.12,0.36
1480,0.3,0.45
1481,0.15,0.32
1482,0.02,0.15
1483,0.14,0.33
1484,0.0,0.03
1485,0.03,0.2
1486,0.09,0.9
1487,0.02,0.26
1488,0.43,0.84
1489,0.51,0.81
1490,0.16,0.45
1491,0.46,0.78
1492,0.09,0.46
1493,0.08,0.28
1494,0.09,0.34
1495,0.12,0.51
1496,0.35,0.82
1497,0.07,0.19
1498,0.56,0.44
1499,0.08,0.32
1500,0.61,0.73
1501,0.02,0.21
1502,0.22,0.49
1503,0.02,0.15
1504,0.56,0.53
1505,0.74,0.75
1506,0.7,0.78
1507,0.05,0.16
1508,0.3,0.6
1509,0.27,0.39
1510,0.0,0.02
1511,0.68,0.71
1512,0.13,0.11
1513,0.11,0.26
1514,0.16,0.26
1515,0.25,0.8
1516,0.32,0.82
1517,0.11,0.23
1518,0.41,0.48
1519,0.01,0.11
1520,0.32,0.96
1521,0.05,0.46
1522,0.58,0.82
1523,0.0,0.06
1524,0.43,0.84
1525,0.37,0.55
1526,0.16,0.45
1527,0.46,0.85
1528,0.05,0.35
1529,0.05,0.1
1530,0.18,0.33
1531,0.32,0.76
1532,0.07,0.43
1533,0.5,0.39
1534,0.01,0.09
1535,0.38,0.66
1536,0.06,0.27
1537,0.2,0.79
1538,0.25,0.58
1539,0.07,0.1
1540,0.19,0.25
1541,0.1,0.52
1542,0.02,0.26
1543,0.36,0.77
1544,0.34,0.73
1545,0.08,0.32
1546,0.32,0.69
1547,0.29,0.14
1548,0.12,0.37
1549,0.7,0.67
1550,0.0,0.04
1551,0.07,0.15
1552,0.24,0.75
1553,0.16,0.43
1554,0.52,0.75
1555,0.11,0.15
1556,0.12,0.26
1557,0.46,0.81
1558,0.17,0.69
1559,0.04,0.08
1560,0.05,0.39
1561,0.04,0.18
1562,0.07,0.24
1563,0.36,0.77
1564,0.41,0.55
1565,0.1,0.67
1566,0.2,0.42
1567,0.38,0.86
1568,0.05,0.46
1569,0.19,0.58
1570,0.01,0.1
1571,0.16,0.76
1572,0.64,0.79
1573,0.02,0.24
1574,0.03,0.04
1575,0.06,0.08
1576,0.16,0.39
1577,0.75,0.48
1578,0.35,0.57
1579,0.1,0.28
1580,0.07,0.29
1581,0.04,0.27
1582,0.03,0.19
1583,0.11,0.15
1584,0.82,0.96
1585,0.14,0.4
1586,0.01,0.07
1587,0.36,0.79
1588,0.13,0.49
1589,0.34,0.38
1590,0.04,0.15
1591,0.05,0.74
1592,0.25,0.28
1593,0.11,0.24
1594,0.11,0.09
1595,0.15,0.37
1596,0.92,0.92
1597,0.0,0.4
1598,0.1,0.25
1599,0.04,0.06
1600,0.07,0.63
1601,0.34,0.92
1602,0.0,0.09
1603,0.15,0.4
1604,0.17,0.78
1605,0.04,0.62
1606,0.01,0.19
1607,0.09,0.43
1608,0.86,0.91
1609,0.06,0.38
1610,0.05,0.09
1611,0.0,0.09
1612,0.07,0.22
1613,0.61,0.75
1614,0.21,0.92
1615,0.27,0.47
1616,0.2,0.65
1617,0.05,0.83
1618,0.01,0.77
1619,0.39,0.6
1620,0.68,0.83
1621,0.24,0.31
1622,0.17,0.58
1623,0.35,0.53
1624,0.06,0.03
1625,0.03,0.07
1626,0.06,0.3
1627,0.05,0.08
1628,0.0,0.22
1629,0.33,0.66
1630,0.22,0.16
1631,0.06,0.19
1632,0.68,0.89
1633,0.23,0.36
1634,0.39,0.86
1635,0.33,0.19
1636,0.51,0.74
1637,0.17,0.58
1638,0.11,0.38
1639,0.21,0.62
1640,0.31,0.46
1641,0.09,0.5
1642,0.01,0.08
1643,0.59,0.92
1644,0.16,0.51
1645,0.11,0.58
1646,0.4,0.71
1647,0.09,0.07
1648,0.08,0.56
1649,0.08,0.57
1650,0.04,0.11
1651,0.35,0.64
1652,0.04,0.83
1653,0.24,0.67
1654,0.0,0.25
1655,0.21,0.86
1656,0.83,0.91
1657,0.8,0.93
1658,0.06,0.09
1659,0.04,0.21
1660,0.04,0.39
1661,0.52,0.75
1662,0.1,0.05
1663,0.41,0.62
1664,0.21,0.32
1665,0.15,0.16
1666,0.05,0.2
1667,0.06,0.21
1668,0.28,0.43
1669,0.03,0.47
1670,0.06,0.2
1671,0.01,0.06
1672,0.0,0.35
1673,0.07,0.29
1674,0.6,0.88
1675,0.34,0.25
1676,0.02,0.16
1677,0.05,0.14
1678,0.63,0.86
1679,0.13,0.45
1680,0.31,0.9
1681,0.51,0.66
1682,0.07,0.09
1683,0.42,0.94
1684,0.06,0.19
1685,0.18,0.58
1686,0.04,0.75
1687,0.02,0.45
1688,0.04,0.78
1689,0.07,0.27
1690,0.23,0.35
1691,0.1,0.17
1692,0.88,0.92
1693,0.2,0.62
1694,0.17,0.15
1695,0.34,0.46
1696,0.37,0.56
1697,0.15,0.7
1698,0.06,0.13
1699,0.14,0.16
1700,0.52,0.65
1701,0.12,0.88
1702,0.04,0.1
1703,0.78,0.79
1704,0.35,0.41
1705,0.73,0.82
1706,0.21,0.33
1707,0.91,0.96
1708,0.01,0.07
1709,0.05,0.2
1710,0.09,0.07
1711,0.45,0.58
1712,0.8,0.89
1713,0.62,0.78
1714,0.13,0.37
1715,0.04,0.13
1716,0.04,0.06
1717,0.22,0.36
1718,0.08,0.15
1719,0.09,0.37
1720,0.25,0.38
1721,0.13,0.67
1722,0.09,0.13
1723,0.71,0.73
1724,0.89,0.84
1725,0.05,0.21
1726,0.19,0.36
1727,0.04,0.55
1728,0.25,0.75
1729,0.08,0.14
1730,0.09,0.45
1731,0.0,0.12
1732,0.13,0.27
1733,0.1,0.83
1734,0.85,0.95
1735,0.08,0.87
1736,0.76,0.9
1737,0.31,0.57
1738,0.34,0.25
1739,0.05,0.33
1740,0.14,0.68
1741,0.45,0.45
1742,0.14,0.48
1743,0.1,0.43
1744,0.05,0.23
1745,0.01,0.1
1746,0.05,0.38
1747,0.07,0.27
1748,0.77,0.91
1749,0.18,0.38
1750,0.27,0.55
1751,0.07,0.47
1752,0.01,0.09
1753,0.02,0.04
1754,0.29,0.38
1755,0.05,0.29
1756,0.33,0.25
1757,0.15,0.71
1758,0.54,0.66
1759,0.24,0.11
1760,0.28,0.52
1761,0.11,0.29
1762,0.18,0.2
1763,0.13,0.22
1764,0.08,0.87
1765,0.02,0.36
1766,0.01,0.24
1767,0.08,0.44
1768,0.41,0.52
1769,0.05,0.1
1770,0.06,0.09
1771,0.16,0.44
1772,0.43,0.66
1773,0.05,0.31
1774,0.03,0.49
1775,0.19,0.68
1776,0.1,0.35
1777,0.13,0.5
1778,0.05,0.05
1779,0.05,0.09
1780,0.03,0.23
1781,0.07,0.74
1782,0.32,0.47
1783,0.09,0.52
1784,0.27,0.7
1785,0.18,0.59
1786,0.03,0.08
1787,0.36,0.37
1788,0.1,0.21
1789,0.11,0.84
1790,0.09,0.3
1791,0.07,0.51
1792,0.26,0.65
1793,0.17,0.29
1794,0.05,0.68
1795,0.04,0.28
1796,0.16,0.33
1797,0.06,0.07
1798,0.01,0.04
1799,0.58,0.79
1800,0.03,0.09
1801,0.8,0.82
1802,0.16,0.49
1803,0.35,0.62
1804,0.08,0.73
1805,0.03,0.24
1806,0.25,0.42
1807,0.16,0.47
1808,0.09,0.26
1809,0.19,0.23
1810,0.06,0.1
1811,0.19,0.57
1812,0.06,0.39
1813,0.06,0.13
1814,0.15,0.73
1815,0.21,0.61
1816,0.15,0.38
1817,0.31,0.33
1818,0.18,0.29
1819,0.16,0.21
1820,0.07,0.25
1821,0.5,0.81
1822,0.05,0.15
1823,0.27,0.83
1824,0.04,0.16
1825,0.04,0.13
1826,0.08,0.19
1827,0.03,0.05
1828,0.01,0.16
1829,0.15,0.68
1830,0.1,0.6
1831,0.71,0.82
1832,0.01,0.18
1833,0.15,0.98
1834,0.25,0.71
1835,0.0,0.02
1836,0.11,0.2
1837,0.43,0.67
1838,0.1,0.72
1839,0.24,0.31
1840,0.15,0.62
1841,0.05,0.27
1842,0.01,0.27
1843,0.09,0.45
1844,0.39,0.82
1845,0.37,0.5
1846,0.07,0.15
1847,0.08,0.47
1848,0.17,0.55
1849,0.05,0.14
1850,0.48,0.86
1851,0.06,0.4
1852,0.03,0.07
1853,0.19,0.62
1854,0.37,0.86
1855,0.1,0.12
1856,0.06,0.1
1857,0.04,0.07
1858,0.4,0.55
1859,0.05,0.63
1860,0.02,0.18
1861,0.06,0.49
1862,0.3,0.57
1863,0.01,0.19
1864,0.03,0.3
1865,0.08,0.12
1866,0.73,0.99
1867,0.28,0.43
1868,0.27,0.73
1869,0.24,0.19
1870,0.16,0.82
1871,0.0,0.02
1872,0.17,0.55
1873,0.3,0.52
1874,0.1,0.5
1875,0.25,0.46
1876,0.07,0.69
1877,0.2,0.76
1878,0.33,0.3
1879,0.12,0.24
1880,0.27,0.71
1881,0.23,0.46
1882,0.87,0.93
1883,0.05,0.22
1884,0.71,0.94
1885,0.87,0.94
1886,0.47,0.81
1887,0.06,0.17
1888,0.13,0.77
1889,0.03,0.11
1890,0.09,0.68
1891,0.14,0.31
1892,0.11,0.25
1893,0.08,0.36
1894,0.27,0.71
1895,0.27,0.54
1896,0.38,0.38
1897,0.31,0.31
1898,0.04,0.04
1899,0.12,0.28
1900,0.07,0.11
1901,0.03,0.23
1902,0.21,0.74
1903,0.42,0.27
1904,0.2,0.25
1905,0.27,0.76
1906,0.08,0.22
1907,0.03,0.15
1908,0.0,0.15
1909,0.02,0.24
1910,0.03,0.06
1911,0.04,0.1
1912,0.16,0.35
1913,0.39,0.64
1914,0.02,0.8
1915,0.7,0.66
1916,0.09,0.28
1917,0.05,0.37
1918,0.13,0.27
1919,0.13,0.65
1920,0.17,0.79
1921,0.1,0.52
1922,0.02,0.01
1923,0.51,0.88
1924,0.18,0.43
1925,0.15,0.39
1926,0.61,0.54
1927,0.43,0.48
1928,0.29,0.82
1929,0.05,0.33
1930,0.35,0.74
1931,0.26,0.3
1932,0.12,0.76
1933,0.17,0.46
1934,0.06,0.4
1935,0.15,0.41
1936,0.09,0.33
1937,0.22,0.39
1938,0.03,0.48
1939,0.26,0.29
1940,0.04,0.18
1941,0.06,0.32
1942,0.37,0.53
1943,0.21,0.27
1944,0.71,0.81
1945,0.07,0.08
1946,0.04,0.79
1947,0.15,0.86
1948,0.26,0.63
1949,0.54,0.78
1950,0.13,0.17
1951,0.83,0.93
1952,0.03,0.09
1953,0.57,0.21
1954,0.4,0.47
1955,0.1,0.1
1956,0.07,0.28
1957,0.16,0.7
1958,0.33,0.38
1959,0.05,0.2
1960,0.34,0.45
1961,0.25,0.27
1962,0.37,0.83
1963,0.08,0.14
1964,0.12,0.17
1965,0.04,0.57
1966,0.36,0.8
1967,0.11,0.28
1968,0.61,0.93
1969,0.12,0.42
1970,0.07,0.89
1971,0.11,0.21
1972,0.36,0.64
1973,0.04,0.27
1974,0.4,0.73
1975,0.68,0.93
1976,0.15,0.31
1977,0.01,0.12
1978,0.05,0.2
1979,0.28,0.84
1980,0.01,0.05
1981,0.15,0.68
1982,0.62,0.89
1983,0.26,0.55
1984,0.33,0.66
1985,0.19,0.94
1986,0.07,0.82
1987,0.31,0.59
1988,0.13,0.5
1989,0.07,0.33
1990,0.11,0.47
1991,0.86,0.84
1992,0.04,0.14
1993,0.1,0.79
1994,0.13,0.19
1995,0.04,0.23
1996,0.02,0.67
1997,0.43,0.77
1998,0.28,0.86
1999,0.12,0.24
2000,0.01,0.17
2001,0.31,0.34
2002,0.01,0.07
2003,0.85,0.96
2004,0.57,0.92
2005,0.23,0.34
2006,0.29,0.4
2007,0.53,0.57
2008,0.63,0.81
2009,0.06,0.16
2010,0.03,0.64
2011,0.09,0.41
2012,0.09,0.12
2013,0.06,0.29
2014,0.01,0.29
2015,0.24,0.4
2016,0.21,0.84
2017,0.14,0.63
2018,0.2,0.83
2019,0.21,0.35
2020,0.13,0.3
2021,0.34,0.24
2022,0.11,0.81
2023,0.41,0.58
2024,0.11,0.43
2025,0.18,0.08
2026,0.1,0.2
2027,0.08,0.36
2028,0.05,0.42
2029,0.21,0.26
2030,0.27,0.85
2031,0.08,0.92
2032,0.17,0.58
2033,0.42,0.62
2034,0.08,0.37
2035,0.09,0.11
2036,0.04,0.15
2037,0.15,0.74
2038,0.12,0.86
2039,0.32,0.27
2040,0.17,0.86
2041,0.83,0.78
2042,0.08,0.39
2043,0.17,0.48
2044,0.3,0.66
2045,0.22,0.28
2046,0.18,0.15
2047,0.54,0.53
2048,0.3,0.64
2049,0.07,0.27
2050,0.15,0.41
2051,0.07,0.09
2052,0.04,0.45
2053,0.05,0.24
2054,0.22,0.62
2055,0.39,0.89
2056,0.11,0.39
2057,0.62,0.82
2058,0.05,0.57
2059,0.16,0.67
2060,0.18,0.42
2061,0.07,0.06
2062,0.34,0.54
2063,0.35,0.66
2064,0.39,0.81
2065,0.05,0.46
2066,0.09,0.32
2067,0.65,0.97
2068,0.03,0.39
2069,0.13,0.67
2070,0.01,0.34
2071,0.19,0.33
2072,0.53,0.93
2073,0.05,0.06
2074,0.4,0.68
2075,0.12,0.9
2076,0.11,0.28
2077,0.13,0.29
2078,0.11,0.44
2079,0.11,0.2
2080,0.1,0.12
2081,0.03,0.13
2082,0.28,0.61
2083,0.47,0.72
2084,0.73,0.91
2085,0.6,0.8
2086,0.64,0.95
2087,0.04,0.09
2088,0.22,0.26
2089,0.01,0.08
2090,0.66,0.86
2091,0.15,0.8
2092,0.08,0.31
2093,0.2,0.25
2094,0.09,0.18
2095,0.24,0.33
2096,0.02,0.76
2097,0.11,0.95
2098,0.04,0.04
2099,0.58,0.72
2100,0.12,0.24
2101,0.05,0.32
2102,0.09,0.66
2103,0.1,0.26
2104,0.21,0.81
2105,0.02,0.14
2106,0.13,0.3
2107,0.26,0.36
2108,0.04,0.25
2109,0.07,0.38
2110,0.04,0.4
2111,0.06,0.24
2112,0.08,0.62
2113,0.06,0.09
2114,0.01,0.06
2115,0.04,0.16
2116,0.17,0.69
2117,0.7,0.92
2118,0.14,0.33
2119,0.12,0.41
2120,0.45,0.64
2121,0.14,0.17
2122,0.19,0.16
2123,0.1,0.6
2124,0.01,0.1
2125,0.08,0.41
2126,0.19,0.45
2127,0.28,0.6
2128,0.28,0.4
2129,0.19,0.56
2130,0.63,0.77
2131,0.31,0.69
2132,0.77,0.87
2133,0.1,0.4
2134,0.05,0.22
2135,0.55,0.34
2136,0.25,0.74
2137,0.06,0.34
2138,0.05,0.14
2139,0.67,0.76
2140,0.04,0.1
2141,0.23,0.49
2142,0.25,0.48
2143,0.06,0.32
2144,0.16,0.3
2145,0.24,0.69
2146,0.02,0.13
2147,0.15,0.86
2148,0.08,0.11
2149,0.06,0.35
2150,0.01,0.33
2151,0.06,0.88
2152,0.08,0.1
2153,0.26,0.47
2154,0.68,0.76
2155,0.26,0.47
2156,0.29,0.9
2157,0.48,0.44
2158,0.08,0.81
2159,0.29,0.24
2160,0.09,0.25
2161,0.02,0.04
2162,0.04,0.17
2163,0.06,0.12
2164,0.13,0.12
2165,0.03,0.71
2166,0.06,0.1
2167,0.14,0.67
2168,0.25,0.75
2169,0.26,0.6
2170,0.03,0.08
2171,0.01,0.08
2172,0.09,0.49
2173,0.45,0.55
2174,0.16,0.27
2175,0.64,0.84
2176,0.5,0.63
2177,0.27,0.42
2178,0.3,0.4
2179,0.07,0.16
2180,0.06,0.11
2181,0.06,0.26
2182,0.05,0.19
2183,0.08,0.55
2184,0.07,0.07
2185,0.03,0.12
2186,0.13,0.54
2187,0.03,0.11
2188,0.09,0.25
2189,0.13,0.23
2190,0.34,0.86
2191,0.02,0.37
2192,0.13,0.51
2193,0.19,0.36
2194,0.07,0.89
2195,0.29,0.27
2196,0.13,0.17
2197,0.16,0.67
2198,0.19,0.76
2199,0.1,0.9
2200,0.01,0.07
2201,0.79,0.81
2202,0.53,0.52
2203,0.2,0.6
2204,0.28,0.48
2205,0.11,0.9
2206,0.11,0.48
2207,0.28,0.77
2208,0.16,0.13
2209,0.15,0.59
2210,0.15,0.66
2211,0.54,0.86
2212,0.27,0.71
2213,0.53,0.51
2214,0.07,0.61
2215,0.21,0.33
2216,0.76,0.85
2217,0.15,0.8
2218,0.44,0.71
2219,0.12,0.34
2220,0.07,0.2
2221,0.42,0.69
2222,0.0,0.14
2223,0.07,0.17
2224,0.34,0.62
2225,0.75,0.34
2226,0.01,0.07
2227,0.37,0.56
2228,0.33,0.52
2229,0.04,0.2
2230,0.24,0.59
2231,0.0,0.23
2232,0.24,0.54
2233,0.32,0.5
2234,0.3,0.74
2235,0.09,0.15
2236,0.3,0.5
2237,0.12,0.17
2238,0.05,0.19
2239,0.22,0.37
2240,0.07,0.16
2241,0.22,0.69
2242,0.14,0.45
2243,0.03,0.97
2244,0.17,0.09
2245,0.05,0.53
2246,0.04,0.72
2247,0.18,0.23
2248,0.07,0.76
2249,0.07,0.48
2250,0.1,0.3
2251,0.11,0.19
2252,0.37,0.62
2253,0.24,0.53
2254,0.23,0.25
2255,0.35,0.35
2256,0.17,0.41
2257,0.1,0.45
2258,0.48,0.25
2259,0.2,0.18
2260,0.42,0.89
2261,0.2,0.79
2262,0.15,0.25
2263,0.2,0.12
2264,0.08,0.58
2265,0.13,0.86
2266,0.18,0.49
2267,0.04,0.09
2268,0.06,0.36
2269,0.11,0.63
2270,0.16,0.3
2271,0.06,0.41
2272,0.27,0.84
2273,0.09,0.16
2274,0.29,0.72
2275,0.04,0.24
2276,0.0,0.02
2277,0.41,0.63
2278,0.16,0.47
2279,0.38,0.61
2280,0.11,0.18
2281,0.34,0.62
2282,0.32,0.93
2283,0.09,0.4
2284,0.25,0.66
2285,0.12,0.12
2286,0.11,0.27
2287,0.21,0.41
2288,0.16,0.64
2289,0.24,0.69
2290,0.07,0.14
2291,0.42,0.72
2292,0.11,0.43
2293,0.93,0.94
2294,0.06,0.21
2295,0.2,0.35
2296,0.47,0.78
2297,0.74,0.82
2298,0.12,0.72
2299,0.04,0.12
2300,0.12,0.66
2301,0.2,0.65
2302,0.06,0.47
2303,0.21,0.24
2304,0.06,0.23
2305,0.4,0.5
2306,0.01,0.32
2307,0.45,0.32
2308,0.05,0.19
2309,0.11,0.61
2310,0.12,0.81
2311,0.04,0.13
2312,0.09,0.53
2313,0.31,0.57
2314,0.41,0.53
2315,0.23,0.31
2316,0.66,0.66
2317,0.21,0.39
2318,0.04,0.13
2319,0.51,0.59
2320,0.57,0.79
2321,0.16,0.41
2322,0.02,0.35
2323,0.04,0.23
2324,0.17,0.24
2325,0.36,0.86
2326,0.12,0.46
2327,0.49,0.57
2328,0.09,0.26
2329,0.08,0.3
2330,0.08,0.91
2331,0.02,0.24
2332,0.23,0.5
2333,0.05,0.2
2334,0.2,0.59
2335,0.33,0.21
2336,0.01,0.23
2337,0.76,0.84
2338,0.3,0.35
2339,0.07,0.27
2340,0.3,0.31
2341,0.71,0.73
2342,0.65,0.93
2343,0.06,0.64
2344,0.42,0.7
2345,0.01,0.16
2346,0.25,0.64
2347,0.04,0.12
2348,0.19,0.67
2349,0.03,0.79
2350,0.22,0.88
2351,0.01,0.04
2352,0.06,0.23
2353,0.22,0.68
2354,0.16,0.56
2355,0.17,0.46
2356,0.84,0.83
2357,0.72,0.89
2358,0.13,0.25
2359,0.23,0.67
2360,0.65,0.94
2361,0.04,0.15
2362,0.03,0.88
2363,0.11,0.5
2364,0.34,0.51
2365,0.1,0.51
2366,0.06,0.25
2367,0.77,0.92
2368,0.13,0.56
2369,0.69,0.72
2370,0.07,0.86
2371,0.03,0.39
2372,0.42,0.45
2373,0.04,0.38
2374,0.04,0.73
2375,0.01,0.07
2376,0.04,0.11
2377,0.53,0.8
2378,0.24,0.84
2379,0.81,0.74
2380,0.24,0.32
2381,0.24,0.49
2382,0.03,0.09
2383,0.07,0.73
2384,0.47,0.89
2385,0.27,0.51
2386,0.68,0.85
2387,0.04,0.06
2388,0.1,0.5
2389,0.56,0.77
2390,0.03,0.2
2391,0.57,0.76
2392,0.71,0.86
2393,0.61,0.73
2394,0.21,0.54
2395,0.37,0.77
2396,0.42,0.61
2397,0.03,0.7
2398,0.62,0.77
2399,0.11,0.61
2400,0.06,0.27
2401,0.6,0.84
2402,0.17,0.42
2403,0.06,0.22
2404,0.69,0.95
2405,0.46,0.76
2406,0.08,0.24
2407,0.28,0.25
2408,0.08,0.34
2409,0.19,0.33
2410,0.29,0.5
2411,0.38,0.76
2412,0.78,0.99
2413,0.05,0.14
2414,0.1,0.14
2415,0.38,0.86
2416,0.15,0.27
2417,0.34,0.13
2418,0.11,0.41
2419,0.5,0.36
2420,0.47,0.7
2421,0.2,0.59
2422,0.02,0.05
2423,0.17,0.63
2424,0.01,0.04
2425,0.41,0.58
2426,0.13,0.59
2427,0.12,0.35
2428,0.13,0.86
2429,0.21,0.27
2430,0.18,0.49
2431,0.06,0.09
2432,0.01,0.26
2433,0.09,0.19
2434,0.24,0.25
2435,0.74,0.78
2436,0.07,0.26
2437,0.83,0.89
2438,0.52,0.49
2439,0.1,0.23
2440,0.07,0.69
2441,0.26,0.66
2442,0.05,0.66
2443,0.03,0.29
2444,0.14,0.39
2445,0.24,0.61
2446,0.06,0.09
2447,0.1,0.23
2448,0.14,0.77
2449,0.1,0.11
2450,0.04,0.09
2451,0.05,0.81
2452,0.52,0.59
2453,0.03,0.05
2454,0.56,0.73
2455,0.11,0.23
2456,0.07,0.16
2457,0.12,0.16
2458,0.71,0.9
2459,0.19,0.25
2460,0.12,0.07
2461,0.15,0.53
2462,0.55,0.75
2463,0.03,0.5
2464,0.28,0.6
2465,0.05,0.38
2466,0.11,0.41
2467,0.37,0.23
2468,0.64,0.74
2469,0.3,0.55
2470,0.3,0.45
2471,0.19,0.36
2472,0.1,0.44
2473,0.18,0.65
2474,0.12,0.34
2475,0.0,0.07
2476,0.32,0.53
2477,0.08,0.06
2478,0.67,0.36
2479,0.1,0.35
2480,0.18,0.29
2481,0.01,0.28
2482,0.03,0.08
2483,0.13,0.44
2484,0.12,0.22
2485,0.06,0.17
2486,0.08,0.21
2487,0.01,0.06
2488,0.37,0.72
2489,0.16,0.21
2490,0.08,0.18
2491,0.28,0.4
2492,0.02,0.43
2493,0.6,0.52
2494,0.03,0.14
2495,0.46,0.47
2496,0.08,0.69
2497,0.02,0.8
2498,0.17,0.83
2499,0.27,0.76
2500,0.26,0.39
2501,0.23,0.91
2502,0.05,0.07
2503,0.02,0.08
2504,0.36,0.48
2505,0.02,0.0
2506,0.08,0.1
2507,0.1,0.77
2508,0.1,0.18
2509,0.78,0.87
2510,0.23,0.24
2511,0.48,0.68
2512,0.03,0.05
2513,0.09,0.6
2514,0.51,0.7
2515,0.04,0.15
2516,0.08,0.09
2517,0.58,0.43
2518,0.08,0.72
2519,0.08,0.34
2520,0.17,0.38
2521,0.69,0.79
2522,0.19,0.34
2523,0.47,0.48
2524,0.02,0.38
2525,0.26,0.39
2526,0.01,0.37
2527,0.03,0.06
2528,0.48,0.56
2529,0.44,0.74
2530,0.15,0.35
2531,0.77,0.91
2532,0.07,0.29
2533,0.16,0.53
2534,0.01,0.23
2535,0.1,0.79
2536,0.13,0.52
2537,0.76,0.78
2538,0.13,0.27
2539,0.08,0.73
2540,0.14,0.64
2541,0.17,0.15
2542,0.64,0.82
2543,0.08,0.76
2544,0.12,0.46
2545,0.75,0.93
2546,0.21,0.32
2547,0.31,0.63
2548,0.04,0.12
2549,0.31,0.55
2550,0.05,0.34
2551,0.07,0.15
2552,0.0,0.18
2553,0.8,0.85
2554,0.07,0.7
2555,0.34,0.37
2556,0.04,0.26
2557,0.78,0.84
2558,0.08,0.15
2559,0.08,0.16
2560,0.46,0.8
2561,0.31,0.07
2562,0.09,0.55
2563,0.1,0.24
2564,0.15,0.51
2565,0.11,0.3
2566,0.08,0.16
2567,0.14,0.88
2568,0.23,0.6
2569,0.05,0.21
2570,0.39,0.57
2571,0.04,0.11
2572,0.04,0.34
2573,0.12,0.82
2574,0.07,0.55
2575,0.25,0.44
2576,0.15,0.69
2577,0.05,0.33
2578,0.15,0.61
2579,0.2,0.49
2580,0.11,0.23
2581,0.29,0.69
2582,0.75,0.91
2583,0.12,0.25
2584,0.06,0.25
2585,0.66,0.83
2586,0.04,0.28
2587,0.08,0.39
2588,0.66,0.8
2589,0.09,0.74
2590,0.45,0.88
2591,0.15,0.37
2592,0.37,0.71
2593,0.04,0.45
2594,0.03,0.24
2595,0.22,0.79
2596,0.54,0.57
2597,0.12,0.51
2598,0.1,0.21
2599,0.18,0.32
2600,0.15,0.59
2601,0.37,0.5
2602,0.2,0.72
2603,0.09,0.98
2604,0.06,0.53
2605,0.04,0.14
2606,0.68,0.85
2607,0.03,0.06
2608,0.05,0.08
2609,0.1,0.21
2610,0.08,0.48
2611,0.37,0.55
2612,0.1,0.57
2613,0.19,0.59
2614,0.24,0.42
2615,0.07,0.18
2616,0.05,0.08
2617,0.73,0.83
2618,0.86,0.93
2619,0.2,0.58
2620,0.12,0.54
2621,0.48,0.6
2622,0.14,0.7
2623,0.1,0.35
2624,0.02,0.43
2625,0.04,0.15
2626,0.11,0.31
2627,0.16,0.21
2628,0.0,0.12
